token_address,chain,token_name,contract_name,verified,owner,creator,is_hidden_owner,is_proxy,is_sellable,is_hardcoded_owner,has_source_code,has_abi,total_snippets,mint_function_detected_number,ownership_renounced_number,is_honeypot_suspected_number,delayed_trading_detected_number,transfer_cooldown_detected_number,high_tax_detected_number,blacklist_or_whitelist_detected_number,trading_disabled_possible_number,other_suspicious_detected_number
0x5aa1E824B1362F4878271BE9c7D38b7f8880aBaE,bsc,Uranjy,,False,0x94d9373d2aae6defe2a6982d7e6df44d45f6cc4f,0x94d9373d2aae6defe2a6982d7e6df44d45f6cc4f,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5ac410B4735E56C96DEB825d5DbA8806f76fFA1f,bsc,AI Wallet ,,False,,0xf29bdfabc6c4e4c13949dd2228e370b4259d7b4b,True,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5Ad51368D0f84841165D50eFc97DD049FEaD9FeF,bsc,Avocado INU,AvocadoINU,True,0x0120416158623caa5012a121417f9cf726bfb675,0x0120416158623caa5012a121417f9cf726bfb675,False,False,True,False,True,True,53,5,2,3,1,0,39,2,1,0
0x5af737513DE10580244e99B11881B3d53df061a0,bsc,Safe Floki,,False,0x0bc6a55814d1e4a2cd1cd1ab14277dced7ca1a4e,0x0bc6a55814d1e4a2cd1cd1ab14277dced7ca1a4e,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5b56b075D331511ccD11149d57b939ada229A6C9,bsc,HODLERS HEAVEN,HODLERSHEAVEN,True,,0x0fa461bf8ff5376fe49ab5159cdd2c30be1c2977,True,False,True,False,True,True,51,6,2,3,0,0,40,0,0,0
0x5B1d520b65be99b4F802bC58c05bF09EF5b47054,bsc,GalactiCum,GalactiCum,True,0x50f8b1c126e33f2d56d4673d7f1556b16993761a,0x50f8b1c126e33f2d56d4673d7f1556b16993761a,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x5B00174984412B7d807C03868b96DE9c83D8AC10,bsc,Meta Link,MetaLink,True,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x5B53956FDD82D3BcE87C6045cd82cE5F827928a7,bsc,Crius Moon,BEP20Token,True,,0xc107e0a0fa12a5d8dd5405b70fbdbf8676ab9e52,True,False,True,False,True,True,1,0,1,0,0,0,0,0,0,0
0x5B78347F543Bc7eb05bA1DE1a73e8D1DB19Bf69E,bsc,TOLT COIN,Token,True,0xadd284e861f201b846976180d92afa2c10bd86c2,0xadd284e861f201b846976180d92afa2c10bd86c2,False,False,True,False,True,True,3,1,1,0,0,0,0,1,0,0
0x5bDD043031EB6Db6f02A208F8f7eAAAC5e1A32c6,bsc,Chatlow Defi,,False,0x15a5c0f16bcd7837cf0809f45444a85ac0fe74a5,0x15a5c0f16bcd7837cf0809f45444a85ac0fe74a5,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5bf40D1191c67e1BD8082b395Fc16aBCf58A05Fc,bsc,BLUEAPE,BLUEAPE,True,,0x457d71fc9e1020dd7c3e91f2c18bb3d33a50c5cd,True,False,True,False,True,True,49,5,2,3,0,0,39,0,0,0
0x5c02d428725D0F08e8381344bDb2Ace326019772,bsc,SparkPulse,,False,0x0cfbd2544ca41a4ed9859a39652637d66506ea7c,0x0cfbd2544ca41a4ed9859a39652637d66506ea7c,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5C0e226994b5c92b7ABE95337e9D3fA9041B4474,bsc,SPRW,Token,True,0xfa3f19fb1a122a8f0921d9d4e5fd5c3e3737d43f,0xfa3f19fb1a122a8f0921d9d4e5fd5c3e3737d43f,False,False,True,False,True,True,3,1,1,0,0,0,0,1,0,0
0x5C1612E968272CA0161fc8c6b1BE29130DDbc68A,bsc,SYNERGY,,False,0x067abf305fd424401e071535b2f1882c47543424,0x067abf305fd424401e071535b2f1882c47543424,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5d13Bff68a3DFF75544d6184B65620C12879e61f,bsc,Sttell Coin,,False,0x9f8b4ab74932b76afe99dee58fdfa80d8be23251,0x9f8b4ab74932b76afe99dee58fdfa80d8be23251,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5d33E26336C445c71F206dd18B64cE11C2eeE3f0,bsc,NFTStyle,NFTSTYLE,True,,0xfb08d07cb1405e381e09c98309959a34396e406e,True,False,True,False,True,True,21,0,1,0,0,0,20,0,0,0
0x5d37A12134cad9CE32277677bc8723f5243e206d,bsc,Mattie,ST_Basic_Token,True,0x05307c6397c8f6732edc405ae91ec9eb342c9e0a,0x05307c6397c8f6732edc405ae91ec9eb342c9e0a,False,False,True,False,True,True,2,1,1,0,0,0,0,0,0,0
0x05D3c50807219831a49d24aEA50764262faC2Ba0,bsc,NVDA,tokenNew,True,0xc7117dcbba92c04640db6d3da01664e65d6bb39b,0xc7117dcbba92c04640db6d3da01664e65d6bb39b,False,False,True,False,True,True,8,1,1,0,0,0,0,6,0,0
0x5D5B5a8f596B1dfd2f8672fA390bf6E589AD8B2e,bsc,ALMT COIN,Token,True,0xc88d065a049ea337c5c581540d9ad11fb37c886d,0xc88d065a049ea337c5c581540d9ad11fb37c886d,False,False,False,False,True,True,3,1,1,0,0,0,0,1,0,0
0x5D7B58a02902adcf63D240e95510A8d79825930a,bsc,Comexle,,False,0x90324d067110ae174f1ea9971aed1d9836c556d5,0x90324d067110ae174f1ea9971aed1d9836c556d5,False,,False,,False,False,0,0,0,0,0,0,0,0,0,0
0x5D0840EFb05Ad4618c77da0e537C1F7c944D3504,bsc,Hogabory,Token,True,0x4ed562f885692f9f4a35eb0b640caa6eea6e3865,0x4ed562f885692f9f4a35eb0b640caa6eea6e3865,False,False,True,False,True,True,16,1,1,0,0,0,13,1,0,0
0x5Ddb00e006298aF99cABAd736B7C39cB257231a0,bsc,Alien Moon,,False,0x037430b12c8c6a91044ac6d2b739d7c425eaebca,0x037430b12c8c6a91044ac6d2b739d7c425eaebca,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5dDC5b3C3037BC1c60A1ac3C1D16f91fAdD88e25,bsc,Moon Doge Back,MoonDogeBack,True,,0xed84f09254ecf96e68591ff94d70406c58c1e575,True,False,True,False,True,True,49,5,2,3,0,0,39,0,0,0
0x5DDCA15490936F2a21D27f63b61efD14210d888C,bsc,ZooMoon,ZooMoon,True,,0xc6d612aa3b6e16e39686865446c3f0f40f735ab3,True,False,True,False,True,True,51,5,2,3,0,0,41,0,0,0
0x5DE3D29784Ef2a7a8fc3DF4d1dfa5b9BA7986d93,bsc,TOLAR,TestToken,True,0xd6f5b163be91975a6dfc3ed421666f20ebf1ae60,0xd6f5b163be91975a6dfc3ed421666f20ebf1ae60,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x5Dec25231887e56400157522c462d53B35BB3d57,bsc,MoveApp,ERC20Token,True,0xde761e19a37bcfdd155164997da57dde269b405b,0xde761e19a37bcfdd155164997da57dde269b405b,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x5e0A38F28B0412629c39C574e34d797F444a1Ccb,bsc,PINK BNB,SpecialToken,True,0x7c17bfffa6a823b7279e628895a4c3975d53dbda,0x7c17bfffa6a823b7279e628895a4c3975d53dbda,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x5e2CaD0E0Dce2fDDa32DDd3ef3228000E935a562,bsc,Raiden Network Token,,False,0x73e1e2f9b0435068046758b07106ebb5186be07d,0x73e1e2f9b0435068046758b07106ebb5186be07d,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5e5f265F0Ae88C9b30FC638bb08B6e7Ed95b5ef8,bsc,SilverVault,SilverVault,True,0x05251a2b8d5ab7af9eccb9592979cf8f5862ea34,0x05251a2b8d5ab7af9eccb9592979cf8f5862ea34,False,False,True,False,True,True,42,3,2,4,0,1,32,0,0,0
0x5e1682951C83754E270826b1388A6B24f30D1CCF,bsc,PZA COIN,Token,True,0x14c2deb7928d962112692055373dc7d11968b22e,0x14c2deb7928d962112692055373dc7d11968b22e,False,False,False,False,True,True,3,1,1,0,0,0,0,1,0,0
0x05E1Bf0AC4f7710B7e1d003bee1fe1478d3A91D2,bsc,Moon,Moon,True,0xacbaf039baa432141fdd7929413b6bbea958df94,0xacbaf039baa432141fdd7929413b6bbea958df94,False,False,True,False,True,True,51,5,2,3,1,0,39,0,1,0
0x5E111939A5b5A1D69f23cFaDCd5E51A8E84808c1,bsc,Brent,,False,0x110afb2b91117f7a390bb398092ae3c12f38cce0,0x110afb2b91117f7a390bb398092ae3c12f38cce0,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x05Eb12492D274aF31CaCAe27EE73Cbab5406b923,bsc,Snowy Dog,SnowyDog,True,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x5edbc97CbbE5007a400DF66C638c22fF0073eE2D,bsc,SolaroMoon,,False,0x55567b9dd4dd8e508882abd55c074d9bfc8c0592,0x55567b9dd4dd8e508882abd55c074d9bfc8c0592,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5ee3B90Fa8Ac7970843dE57eD53E2e5C3e6a8c60,bsc,MyBit,,False,0x22fe5c57c41ba555446d65d28a408909ac192b59,0x22fe5c57c41ba555446d65d28a408909ac192b59,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5EE9b2689Ab6C3811a7E857d57930e1f35e2Fed2,bsc,Ubex,,False,0xa8a839f5a36fd936ae15eee170980ba32317c6ba,0xa8a839f5a36fd936ae15eee170980ba32317c6ba,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5eF3AE9A8155A717026Ac17bB359F85272AF43Bd,bsc,Rocket Moon,,False,,0x38d6ade31f523b7533f4221b7eb7b864aa39d521,True,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5Ef99754B070F7f3e4c6eb637251B81f1C24a8C2,bsc,TRON DOGE,,False,0x31b91a6991ea20a8d76ae7853fc39fd43caac15d,0x31b91a6991ea20a8d76ae7853fc39fd43caac15d,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5Efeb9882e3783d5F700d1F03dEb80F9F5Df8fFB,bsc,BlackBeard,BlackBeard,True,,0x8a1dfda2f42bf0b8405aabaa8ae39650e4de5f96,True,False,True,False,True,True,49,5,2,3,0,0,39,0,0,0
0x5f3A646Ab4081d17aD957EB6C7Fb7972c17DC21c,bsc,ZML,Token,True,0xa8102c7cc7ab8656621dcbd95f8e2c356361cf4f,0xa8102c7cc7ab8656621dcbd95f8e2c356361cf4f,False,False,True,False,True,True,3,1,1,0,0,0,0,1,0,0
0x5f3C5F1B3245dC0123beEe8bBc77b44220707DeB,bsc,McDoge Inu,,False,0x351f76e5ac5d6005eaa7dc3c3b6f3805656e5d13,0x351f76e5ac5d6005eaa7dc3c3b6f3805656e5d13,False,,False,,False,False,0,0,0,0,0,0,0,0,0,0
0x5f5EF658a6d86ABcF94c3D2C51a63B8D8da79eCC,bsc,Vitra Studios,ERC20Token,True,0x2915e286a42fbfaf38ca44e76e986304f71a31f4,0x2915e286a42fbfaf38ca44e76e986304f71a31f4,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x5f7EFD9711A7E7B1D72F4E22E7575c659C9A5E16,bsc,Crypto President Trump,tokenNew,True,0x67730e940d9b345fa88ef02c7d720b33c4b0c647,0x67730e940d9b345fa88ef02c7d720b33c4b0c647,False,False,True,False,True,True,8,1,1,0,0,0,0,6,0,0
0x5f87B240DF09dF517aa23D80bE6593F403887917,bsc,Trident Rise,,False,0xa00a4fbd7483af52b8ab2bbb2b373d12580100bc,0xa00a4fbd7483af52b8ab2bbb2b373d12580100bc,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5f0366c9962193fA774cdce9602195593B49f23C,bsc,Dragon Token,Proxy,True,0x92704d5efc4d609f8236e6ef2c79c2ed81a2c256,0xe0de2c852bb9e6208dead0645348d19d94befff6,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x5f0859D63cf99A579dA75D624E2786beFE93eaf5,bsc,Sushi Secret,,False,0x3e1bf56976122332f8afc643db262d6f06a1ae91,0x3e1bf56976122332f8afc643db262d6f06a1ae91,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x5f863a3CDca6313561EFDBF4FAdEC9e4c3121cc2,bsc,MoonBot,SpecialToken,True,0xc27e5b0cf479f05c41fb6873832a6bf85c8cf16f,0xc27e5b0cf479f05c41fb6873832a6bf85c8cf16f,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x5fB833ebb7b366cf04B928E03Dc576869F326E24,bsc,Renaxsoklart,Token,True,0x34fd88e8194ce40c05e3a07689d22f521e3761b3,0x34fd88e8194ce40c05e3a07689d22f521e3761b3,False,False,True,False,True,True,16,1,1,0,0,0,13,1,0,0
0x5FE52Cfc3390751f610075646BebFbCA5E937fF7,bsc,MetaToll,standardToken,True,0x81edadbe4a5baad8cd5d321547584cb48fe1d265,0x81edadbe4a5baad8cd5d321547584cb48fe1d265,False,False,True,False,True,True,5,3,2,0,0,0,0,0,0,0
0x6a01F759212FAB51a1aB1C0cEE02F8AE1cbD79EE,bsc,Super Duck,,False,,0x6b79a54b6d30e71eab11c1a05f0d5687b384c7ac,True,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6a005D86669E58C820071F811e97eAf3b776b60F,bsc,Brainlet,ERC20Token,True,0x08b8a66e97f34b03787b1ae74627529b0b1f3196,0x08b8a66e97f34b03787b1ae74627529b0b1f3196,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6a4368C8358488c0ab37F561Fcb16AB751917201,bsc,Binom Protocol,CoinToken,True,,0xbe326008de5e6d2f0358e94055403a368fd5e8d1,True,False,True,False,True,True,21,0,1,0,0,0,20,0,0,0
0x6A4572533d090690e829dB5236655d3d0AEAe592,bsc,Carbon,Carbon,True,0x000000000000000000000000000000000000dead,0x4c9856cac42582956239fa2e48752ce3bb9cc517,False,False,True,False,True,True,49,5,2,3,0,0,39,0,0,0
0x6A4627CDd78A5f54aFb282B91e4967a183c4b58C,bsc,Winter Doge,WinterDoge,True,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,0x952c9772fdbc0c1874e5c89f6565cd35bf7d27c1,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x6b5d1D7e03B543c1eA9Be46824a2084f71B329B2,bsc,MEMERISE,,False,0x9b74932adc67c0b5a5e82f3662296f58fc751119,0x9b74932adc67c0b5a5e82f3662296f58fc751119,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6b27F3Ac14FFF82631f7A1F46e07EE11DE70a56E,bsc,DSC,ERC20Token,True,0x5ae69a9903bba13473d878b55381e217d5543ea6,0x5ae69a9903bba13473d878b55381e217d5543ea6,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6b71a62871c42019283bba26CB6Da7d159553AF2,bsc,GemHalla,,False,0xc1f693d82e4307db9f2bc79b2bdce54d85475233,0xc1f693d82e4307db9f2bc79b2bdce54d85475233,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6B02033e0eBFF8e3aadb95DB77467B83be9d79Ff,bsc,BITS FACTOR,ERC20Token,True,0x7705318edb89777beec8e5db77dcbec8b7a65a23,0x7705318edb89777beec8e5db77dcbec8b7a65a23,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6B2389A04a5a64ff7e188a47f36bEC50f1b8e100,bsc,iEthereum,,False,0x7fbd62dbc9a9413579e0628d8eb0b56d74ce2131,0x7fbd62dbc9a9413579e0628d8eb0b56d74ce2131,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6bbe61a344692C7e213F5A5093cb60b4fBEe7Ede,bsc,Securitize Protocol,TestToken,True,0x1a68910a01b7e17752a6493e49d834f0e40ba80f,0x1a68910a01b7e17752a6493e49d834f0e40ba80f,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x6bbfC73B4A9F89423E9bB0D16935DBa3C9a74b7D,bsc,Black Token,,False,0xf53d7d8687c417bdd67a705623188332a9677df2,0xf53d7d8687c417bdd67a705623188332a9677df2,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6BF6Ab58e141fF6D33a44176eadFa8F5F0c8f8c2,bsc,RichMeme,SpecialToken,True,0xb1307203bc267f449c2c98838ae00c308fd3f5ad,0xb1307203bc267f449c2c98838ae00c308fd3f5ad,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x6c50aa3198a77B56414C71B3C9137d6aF2563C83,bsc,RVRR COIN,Token,True,0xc8e8f54d444f15fe4de5b985b56f8bf9b1bc318e,0xc8e8f54d444f15fe4de5b985b56f8bf9b1bc318e,False,False,True,False,True,True,3,1,1,0,0,0,0,1,0,0
0x6c3683634130CBcC3e58b2Eebf53e88e5c887d6b,bsc,Natura,BEP20Token,True,0x0f471b2f2aa75b987533753bd0a79de0ca0e351c,0xcee62ba307882999978d56308c5aff137d45cf68,False,False,True,False,True,True,3,2,1,0,0,0,0,0,0,0
0x6c3736843dB979206bBCf9B7592132909DD2b601,bsc,Belgig,Belgig,True,0xb2ad4a830e3a2b235a1fde1ef8b2242816508757,0xb2ad4a830e3a2b235a1fde1ef8b2242816508757,False,False,True,False,True,True,45,3,2,4,0,1,32,3,0,0
0x6C6436F71aE5366330Dc88E933cA60237543169e,bsc,King cat,ERC20Token,True,0x02df34b5fc9a5fb0d8ac6867a8b291fee1479b9f,0x02df34b5fc9a5fb0d8ac6867a8b291fee1479b9f,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6C8006bcBC02614aEC711882CDAf520156DE4268,bsc,SHIBAAI,ERC20Token,True,0x8016b19a02d4d0c92291ddab43ee00f9efe73d8e,0x8016b19a02d4d0c92291ddab43ee00f9efe73d8e,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6CB31BB917FeEbaA6De8CdebAbB580BD55fA5C01,bsc,Little Floki,LittleFloki,True,0xb46cb3a24e693dfec7b36637966452e018244586,0xb46cb3a24e693dfec7b36637966452e018244586,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x6Cc170e52531d190Ab56e93113d18E12B319f8C4,bsc,Keolis,Token,True,0x693b96386595c97938a58b2e11577988b8bb0393,0x693b96386595c97938a58b2e11577988b8bb0393,False,False,True,False,True,True,19,1,1,0,0,0,15,2,0,0
0x6CC5F09E46797189D18Ea8cfb3B1AaA4661280Ae,bsc,UpFinity,TransparentUpgradeableProxy,True,,0xe7f0704b198585b8777abe859c3126f57eb8c989,True,True,True,False,True,True,9,0,5,4,0,0,0,0,0,0
0x6CC66A4453e9353fac6c316Bf6c8035Ecd64941F,bsc,SAITAREALTY V2 BNB,SpecialToken,True,0x7bbc32c4151d5d13e464c88a5b83af6a5127c243,0x7bbc32c4151d5d13e464c88a5b83af6a5127c243,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x6cd73977E6577D39a3213b8d153CcEd73692Bf19,bsc,BetterApe,BetterApe,True,0x50f8b1c126e33f2d56d4673d7f1556b16993761a,0x50f8b1c126e33f2d56d4673d7f1556b16993761a,False,False,True,False,True,True,63,5,2,3,0,0,53,0,0,0
0x6d392133038EA1d3Df51B92f3B2B50542d664013,bsc,TrustVerse,TestToken,True,0xc18e35d07de7bd927e5137260a920073bc588d88,0xc18e35d07de7bd927e5137260a920073bc588d88,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x6d43908C2c4E42956852d42A2432D62482b919Db,bsc,DeHub,,False,0xff77fc608c6cdfd342f44bb1e44722779b7bb5bb,0xff77fc608c6cdfd342f44bb1e44722779b7bb5bb,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6D57E46E1F0B199F4c5fB1f18BB5160D0701f7AE,bsc,MOON8,MOON8,True,,0x35af0743d4fb1994f596203aa85c8bdeea2abdb1,True,False,True,False,True,True,50,5,2,3,0,0,40,0,0,0
0x6D60781E85B7EBB5c1135b80976659c987dA26B5,bsc,Husen ,,False,0x6fc147a17ef6282e4ec4ba0d77a7c6a1d9b776bf,0x6fc147a17ef6282e4ec4ba0d77a7c6a1d9b776bf,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6db0ad5baE74aB7e0Ac3d1C80C0a64E9F61bb979,bsc,YNT COIN,Token,True,0xb514cfd288820c6b13074a10d95df6f84b57e1bf,0xb514cfd288820c6b13074a10d95df6f84b57e1bf,False,False,False,False,True,True,3,1,1,0,0,0,0,1,0,0
0x6DeF75d571639852FAC3bdEA3c47780124795767,bsc,Lunar Beacon,,False,0xa8303fd6f3f8bea0209779960effcfc84274c1ca,0xa8303fd6f3f8bea0209779960effcfc84274c1ca,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6e4E9993C8A0756EE363127f2aE86F0b4435cC95,bsc,AeroWave,,False,0x3d0935e84975abef5b189ad158c8762f8760c33b,0x3d0935e84975abef5b189ad158c8762f8760c33b,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6e56801426594fE427F172c8bE54e9516a7aa8fD,bsc,DOGE BUNNY,,False,0xffb20bc7dffa3f6e2ded9f06c7a1dba6e3981f85,0xffb20bc7dffa3f6e2ded9f06c7a1dba6e3981f85,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6e6419f8f848e970f3c7FAd0894f3121294fb6B6,bsc,REDAM,,False,0x6fbe515cf3d13edacecbbd49b7aaf3c38e456066,0x6fbe515cf3d13edacecbbd49b7aaf3c38e456066,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6E0D7833BaC1F91fba7ca5b637ff113213B5f3C8,bsc,AEL COIN,Token,True,0xac9c05ba84df80c91722a4c019cbd51840da6d20,0xac9c05ba84df80c91722a4c019cbd51840da6d20,False,False,False,False,True,True,3,1,1,0,0,0,0,1,0,0
0x6E79d5ce8fb7973E18D14ad31b8B7bEC3757d08d,bsc,Baby Bonk,ERC20Token,True,0x329bd5d44369640675f56a26f294573a23aa4d6b,0x329bd5d44369640675f56a26f294573a23aa4d6b,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x06E95E2beC316645C7b32eFd56FE51C4225A3aEd,bsc,GPTVerse,ERC20Token,True,0x197f95581560db724ab598f08de6aed38f272194,0x197f95581560db724ab598f08de6aed38f272194,False,False,True,False,True,True,9,1,2,0,0,0,0,6,0,0
0x6E459372a5468e4Ab3cf03D4E3F15eB1187A6915,bsc,Erelko,Token,True,0xedac3d5d28ea8a9b0a5c10be00d1c66fc02776c4,0xedac3d5d28ea8a9b0a5c10be00d1c66fc02776c4,False,False,True,False,True,True,19,1,1,0,0,0,15,2,0,0
0x6E56258147D924439a0E2c232Cf2526665994955,bsc,Bitcash Light,TestToken,True,0xea4a22bf11b729351fa3d3481b37b6197733867d,0xea4a22bf11b729351fa3d3481b37b6197733867d,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x6eBc380c9Ad9F24848C2B6c1364Dc943d9a62917,bsc,ALFA BET,SpecialToken,True,0x4889a51d9346f07ce881c341abc7b8d2509335f7,0x4889a51d9346f07ce881c341abc7b8d2509335f7,False,False,False,False,True,True,0,0,0,0,0,0,0,0,0,0
0x6eD6d7896f1eFBF7054D7338c334297f3D7A35E2,bsc,ARCHAIN,TestToken,True,0x0c51b26e6e59dd8f0194b35aedae34d79bc105db,0x0c51b26e6e59dd8f0194b35aedae34d79bc105db,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x6Ee7a1321fc1e9dCd2E05fAcF90D812f38715447,bsc,BIGBAGCOIN,BAGGYCOIN,True,,0x20012aa1abfcdf93b76817b841e07a64893a2cff,True,False,True,False,True,True,49,5,2,3,0,0,39,0,0,0
0x6f7d619769fB493edC9492A30583CD791314bB99,bsc,RUN COIN,InitializableERC20,True,,0x5cfe1ffe8a9a7afcec411b777952536367146cca,True,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x06f782BFA57dFC8d8008fCE787265E3D2BfC1ff0,bsc,safeEarth,,False,,0x401d4008544151c037c3577ccabe1e7b0cb2e6c6,True,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6f7514780DF7a0Aead947DDc9776c0041BEA461f,bsc,DigitalBloom,,False,0xad5d96f4de9283d5b84f7485c8a798fafc05b2f6,0xad5d96f4de9283d5b84f7485c8a798fafc05b2f6,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6F06DB76c300d472944A43039Dd6D54929b6617d,bsc,Infant Shiba Inu ,CoinToken,True,,0x8c9cb87c269af5a75e79373a688d53b1867131a5,True,False,True,False,True,True,58,5,6,7,0,0,40,0,0,0
0x6F8cc713FA5d3d1E6Aa147AaeFd9c83D5A141C24,bsc,Bull Flag,,False,0x1a01f90f8b32b3bfd90246e01b21d8399eccf686,0x1a01f90f8b32b3bfd90246e01b21d8399eccf686,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6FB85bb42fD1a80E67cec4094CACd2CEc5dfB9cD,bsc,AeroNova Token,,False,0x69ca0292c6270b0749f2d2260c8a82c1417d0af7,0x69ca0292c6270b0749f2d2260c8a82c1417d0af7,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x6FD226997a36D1883a679C7323618BCDC82bD5AF,bsc,SuperDoge,SuperDoge,True,0x1d6463402c7f2ba436c93f071dce04c8aba2374b,0x1d6463402c7f2ba436c93f071dce04c8aba2374b,False,False,True,False,True,True,53,5,2,3,1,0,39,2,1,0
0x6FDf4cF586b001F637F4E44283e0f0e7dA71E430,bsc,PYROMATIC,SpecialToken,True,0x4ea87d2623873e0a4597d373977dbb90b3da2423,0x4ea87d2623873e0a4597d373977dbb90b3da2423,False,False,True,False,True,True,0,0,0,0,0,0,0,0,0,0
0x6fdFA3858FCa66A81887bF72283D138972855C72,bsc,Neolewdine,Token,True,0x2d8bcc82484317ae6a19ef31b2f49eedb28d1233,0x2d8bcc82484317ae6a19ef31b2f49eedb28d1233,False,False,True,False,True,True,16,1,1,0,0,0,13,1,0,0
0x06fe91B34f2479cFAD2D4580fC27B4CB6c871649,bsc,Tenkle Set,,False,0x055fe83febe9fd74d42637e45528c03281c0dac2,0x055fe83febe9fd74d42637e45528c03281c0dac2,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x7a66a1cD01b82B02e400303d392869FCc0911320,bsc,WeOwn,TestToken,True,0xdca02bc5d93666f68dd732c97417aae4a9d4b449,0xdca02bc5d93666f68dd732c97417aae4a9d4b449,False,False,True,False,True,True,19,0,1,0,0,0,15,3,0,0
0x7a728873f9Ec4587B6C0007FF5086D10a7D5c45F,bsc,SAK,,False,0x3d292335280b172d70ce4d51b4f489d39d197eb1,0x3d292335280b172d70ce4d51b4f489d39d197eb1,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
0x7A1b3EBC31cf92628dF4843A29b89ba872402280,bsc,Shiba Goshu,ShibaGoshu,True,,0xf36015177212f4d741381232b064dfff7a8f8ff9,True,False,True,False,True,True,1,0,1,0,0,0,0,0,0,0
0x7A02C44d0EeF330bf3f2AE4db54FbA5234924972,bsc,Lightstreams,,False,0x1aebaf5244e7b989437ae812675cefcc08595cc5,0x1aebaf5244e7b989437ae812675cefcc08595cc5,False,,True,,False,False,0,0,0,0,0,0,0,0,0,0
